rx_shoulder,ry_shoulder,rx_elbow,ry_elbow,rx_wrist,ry_wrist,rx_forearm,ry_forearm,vx_shoulder,vy_shoulder,vx_elbow,vy_elbow,vx_wrist,vy_wrist,vx_forearm,vy_forearm,ax_shoulder,ay_shoulder,ax_elbow,ay_elbow,ax_wrist,ay_wrist,ax_forearm,ay_forearm,r_wrist,theta_wrist,distance_elbow_shoulder,x_vector_elbow_to_shoulder,y_vector_elbow_to_shoulder,angle_upperarm_vertical,angle_forearm_horizontal,angle_forearm_vertical,angle_upperarm_horizontal,angular_velocity,angular_acceleration,time,force_bicep,fx_bicep,fy_bicep,sum_moment,moment_weight,moment_forearm,px_weight,py_weight,px_forearm,py_forearm,rx_bicep,ry_bicep,angle_bicep_movement,work_i,distance_bicep,potential_energy,kinetic_energy,mechanical_energy,work_i_from_energy,curve_fit_0,curve_fit_post_b,curve_fit_post_d,curve_fit_post_c,curve_fit_theta
0.24354533924368005,1.1802753509791317,0.32951827241511095,0.8395529216450022,0.44374710729864764,0.561948730890522,0.3866326898568793,0.7007508262677622,,,,,,,,,,,,,,,,,0.3,2.9957364842278733,0.35140164924122125,-0.08597293317143091,0.34072242933412966,-0.24716610187101323,-1.1804319308649411,2.74857038235686,1.8153045533629322,,,0.0,,,,,-0.42773432887271096,-0.21386716443635548,0,-9.81,0,-9.81,0.3447392893339569,0.8026026894456864,,,0.3910201423501606,12.387082655722768,,,,2.8563590954399887,2.8563590954399887,3.023420849339268,2.8845044939667686,2.2341723790739483
0.24414795326123678,1.1805431794313792,0.3295517509716419,0.8395194430884713,0.44418232853354983,0.5620156880035839,0.3868670397525959,0.7007675655460276,,,,,,,,,,,,,,,,,0.3001428377329923,2.9940802452357915,0.3515551129092521,-0.08540379771040511,0.341023736342908,-0.24538670381590247,-1.1790672622314584,2.748693541419889,1.8150129830043331,,,0.03347838700319118,,,,,-0.43276224630790977,-0.21638112315395489,0,-9.81,0,-9.81,0.3448232339111774,0.8025673244612198,,,0.3911648867082557,12.38790371732169,,,,2.8561362282517875,2.8560658465192574,3.023127600418537,2.87193797656509,2.2310728051444304
0.24475056727879355,1.180811007883627,0.3295852295281728,0.8394859645319404,0.4446175497684519,0.5620826451166457,0.38710138964831237,0.700784304824293,,,,,,,,,,,,,,,,,0.30028567546598456,2.9924240062437093,0.3517096887178358,-0.08483466224937927,0.34132504335168656,-0.243608864220626,-1.1777031439260157,2.7488151420230835,1.8147208623176936,,,0.06695677400638236,,,,,-0.4377935677812048,-0.2188967838906024,0,-9.81,0,-9.81,0.3449071297138581,0.8025319838975911,,,0.39131064457870773,12.38872477892061,,,,2.8554677258112706,2.8551862713738547,3.022248025273134,2.8588736129850396,2.2278504357747706
0.2453531812963503,1.1810788363358744,0.3296187080847038,0.8394524859754096,0.4450527710033541,0.5621496022297077,0.38733573954402895,0.7008010441025586,,,,,,,,,,,,,,,,,0.3004285131989769,2.9907677672516275,0.35186537520126887,-0.08426552678835347,0.34162635036046474,-0.24183259226231263,-1.1763395806894499,2.748935174989315,1.8144281865621776,,,0.10043516100957355,,,,,-0.442828278354843,-0.2214141391774215,0,-9.81,0,-9.81,0.34499097650756144,0.8024966678742823,,,0.391457414493432,12.389545840519533,,,,2.8543538854466113,2.853720884753719,3.0207826386529986,2.84531904882732,2.224507156778186
0.2459557953139072,1.1813466647881223,0.32965218664123497,0.8394190074188793,0.4454879922382565,0.5622165593427696,0.38757008943974575,0.7008177833808245,,,,,,,,,,,,,,,,,0.30057135093196924,2.989111528259548,0.35202217088591964,-0.08369639132732776,0.34192765736924297,-0.2400578970623446,-1.1749765772504854,2.7490536311972034,1.8141349510090625,,,0.13391354801276473,,,,,-0.44786636306918104,-0.22393318153459052,0,-9.81,0,-9.81,0.3450747740589608,0.8024613765100292,,,0.39160519497650254,12.390366902118458,,,,2.8527952025578287,2.851670544240691,3.0187322981399705,2.8312822165705875,2.2210449247273103
0.24640217606765294,1.1813466647881223,0.33009856739498067,0.8394190074188792,0.4459343729920022,0.5624397497196425,0.3880164701934915,0.7009293785692609,0.015407485427383797,0.009481529493775986,0.006370402628630644,0.0032592757634872,0.013925996443982907,0.0008888933900420669,0.010148199536306775,0.0020740845767644443,,,,,,,,,0.30074161011408124,2.9874597048858798,0.35202217088591975,-0.08369639132732773,0.3419276573692431,-0.24005789706234446,-1.174689945086939,2.747401807823535,1.8127697597989407,-0.0383180930256187,,0.1673919350159559,,,,,-0.4529362337381707,-0.22646811686908536,0,-9.81,0,-9.81,0.3455317329788669,0.8024867021649882,1.4166633780909832,,0.39159612492613183,12.393651148514142,0.00015100564453847712,12.39380215415868,,2.8507923703964475,2.849036449746637,3.0160982036459165,2.8167713309291615,2.217465765809154
0.2468485568213987,1.181793045541868,0.33054494814872637,0.839865388172625,0.44660394412262094,0.5624397497196425,0.38857444613567366,0.7011525689461338,0.0126667308080896,0.00933338059543564,0.0055185464631740426,0.0033703874372422687,0.012481544685165305,0.0006666700425315502,0.009000045574169677,0.00201852873988691,,,,,,,,,0.30091475591689343,2.986064828200582,0.3520221708859195,-0.08369639132732767,0.34192765736924285,-0.24005789706234443,-1.1745779415650899,2.7460069311382376,1.8114868866354923,-0.03163332348557321,,0.2008703220191471,,,,,-0.4572653850743243,-0.22863269253716215,0,-9.81,0,-9.81,0.34598224688050866,0.802954547562477,1.4152685014056856,,0.3915883900864083,12.395840646111266,0.00012065434264213397,12.395961300453907,,2.8483462797571644,2.8458201428112253,3.0128818967105047,2.8017948840455618,2.2137717746393326
0.24729493757514442,1.1824626166724865,0.33099132890247224,0.8403117689263707,0.44727351525323955,0.5624397497196425,0.38913242207785587,0.7013757593230066,0.009925976188795501,0.009185231697095297,0.003925945806016855,0.003481499110997338,0.01029634843464712,0.0011851911867223769,0.007111147120331988,0.002333345148859857,,,,,,,,,0.301067880741246,2.9848266029178316,0.35223896509983527,-0.08369639132732781,0.3421508477461159,-0.2399072451020562,-1.1744663083384461,2.7449193578157756,1.8103602945793855,-0.024815492196562188,,0.2343487090223383,,,,,-0.46111064692323067,-0.23055532346161534,0,-9.81,0,-9.81,0.3464327469248387,0.8034177139427682,1.4140302761229353,,0.3917982325231872,12.398030143708388,8.171619109372918e-05,12.398111859899482,,2.845458018581651,2.842023505699782,3.009085259599061,2.7863616405206915,2.209965113036238
0.24774131832889015,1.1829089974262323,0.3314377096562179,0.8405349593032435,0.4477198960069853,0.5624397497196425,0.38957880283160157,0.701487354511443,0.007925966061202555,0.009777827290456675,0.0045555786239625615,0.003592610784752028,0.00885189667582971,0.0009629678392118603,0.006703737649896042,0.002277789311981944,,,,,,,,,0.30120457864432465,2.9840482283947782,0.35245576729833616,-0.08369639132732773,0.3423740381229887,-0.23975677847608756,-1.174752146294003,2.744291449918691,1.8092960821007753,-0.01780251214546325,,0.26782709602552945,,,,,-0.4635916218872692,-0.2317958109436346,0,-9.81,0,-9.81,0.34686857981091224,0.8036506153333576,1.4132519015998817,,0.39201062599897113,12.399124892506949,6.470590222366717e-05,12.399189598409173,,2.8421288714746717,2.8376487603017386,3.004710514201018,2.770480632284565,2.206048008755892
0.24818769908263588,1.1831321878031051,0.33143770965621794,0.8405349593032435,0.44794308638385816,0.5622165593427696,0.3896903980200381,0.7013757593230066,0.005925955933608947,0.009629678392114054,0.008148189408712505,0.005185211441907131,0.009629678392114812,0.0007407444917009647,0.008888933900413846,0.002962977966804237,,,,,,,,,0.3013609928214104,2.98419103270005,0.352566908878709,-0.08325001057358206,0.3425972284998616,-0.238376578796484,-1.1743550435764551,2.7458144539035656,1.8098359891235947,-0.011010121904569022,,0.3013054830287206,,,,,-0.4634154069693293,-0.23170770348466466,0,-9.81,0,-9.81,0.34688323318126313,0.8036270862112183,1.4133947059051533,,0.39212255877647423,12.395840646111264,9.053589632762105e-05,12.395931182007592,,2.8383603191327342,2.8326984668303257,2.999760220729605,2.7541611533105934,2.2020227541882043
